product_id,Water,Protein,Total lipid (fat),"Carbohydrate, by difference","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Copper, Cu","Manganese, Mn","Selenium, Se","Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total ",Vitamin B-12,"Vitamin A, RAE",Cholesterol,"Fatty acids, total saturated","Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated"
221,72.84,21.43,5,0,21,1.54,22,202,341,53,3.83,0.073,0.011,29.5,0,0.072,0.115,6.227,0.63,0.605,13,0.91,0,60,2.074,1.967,0.195
222,54.3,14.35,30,0,24,1.64,14,132,218,66,3.57,0.05,0.009,13.5,0,0.044,0.151,3.382,0.395,0.278,9,2.07,4,78,11.754,14.171,0.697
223,54.3,14.35,30,0,24,1.64,14,132,218,66,3.57,0.05,0.009,13.5,0,0.044,0.151,3.382,0.395,0.278,9,2.07,4,78,11.754,14.171,0.697
224,58.09,15.76,25,0,21,1.79,15,145,244,66,3.87,0.056,0.009,14.3,0,0.044,0.151,3.804,0.446,0.301,8,2.11,4,75,9.568,11.383,0.609
225,58.09,15.76,25,0,21,1.79,15,145,244,66,3.87,0.056,0.009,14.3,0,0.044,0.151,3.804,0.446,0.301,8,2.11,4,75,9.568,11.383,0.609
226,61.87,17.17,20,0,18,1.94,17,158,270,66,4.18,0.061,0.01,15,0,0.043,0.151,4.227,0.498,0.323,7,2.14,4,71,7.581,8.848,0.521
227,61.87,17.17,20,0,18,1.94,17,158,270,66,4.18,0.061,0.01,15,0,0.043,0.151,4.227,0.498,0.323,7,2.14,4,71,7.581,8.848,0.521
228,65.66,18.59,15,0,15,2.09,18,171,295,66,4.48,0.067,0.01,15.8,0,0.042,0.151,4.649,0.549,0.346,6,2.17,4,68,5.715,6.469,0.433
229,65.66,18.59,15,0,15,2.09,18,171,295,66,4.48,0.067,0.01,15.8,0,0.042,0.151,4.649,0.549,0.346,6,2.17,4,68,5.715,6.469,0.433
230,69.45,20,10,0,12,2.24,20,184,321,66,4.79,0.072,0.01,16.6,0,0.042,0.151,5.072,0.601,0.369,6,2.21,4,65,3.927,4.194,0.345
231,69.45,20,10,0,12,2.24,20,184,321,66,4.79,0.072,0.01,16.6,0,0.042,0.151,5.072,0.601,0.369,6,2.21,4,65,3.927,4.194,0.345
232,71.72,20.85,7,0,10,2.33,21,192,336,66,4.97,0.075,0.01,17.1,0,0.041,0.151,5.325,0.632,0.383,5,2.23,4,63,2.878,2.866,0.292
233,71.72,20.85,7,0,10,2.33,21,192,336,66,4.97,0.075,0.01,17.1,0,0.041,0.151,5.325,0.632,0.383,5,2.23,4,63,2.878,2.866,0.292
234,73.24,21.41,5,0,9,2.38,22,198,346,66,5.09,0.078,0.01,17.4,0,0.041,0.151,5.494,0.652,0.392,5,2.24,4,62,2.182,1.994,0.257
235,73.24,21.41,5,0,9,2.38,22,198,346,66,5.09,0.078,0.01,17.4,0,0.041,0.151,5.494,0.652,0.392,5,2.24,4,62,2.182,1.994,0.257
236,74.75,21.98,3,0,8,2.44,22,203,357,66,5.21,0.08,0.01,17.7,0,0.041,0.151,5.663,0.673,0.401,4,2.26,4,60,1.48,1.134,0.222
237,74.75,21.98,3,0,8,2.44,22,203,357,66,5.21,0.08,0.01,17.7,0,0.041,0.151,5.663,0.673,0.401,4,2.26,4,60,1.48,1.134,0.222
238,71.5,21.67,6.93,0,14,2.48,12,211,284,44,3.2,0.062,0.007,20.1,0,0.053,0.312,4.705,0.361,0.607,3,3.47,5,61,2.479,2.695,0.463
239,71.05,21.5,7.4,0,14,2.52,12,208,279,44,3.21,0.061,0.007,19.2,0,0.05,0.3,4.461,0.35,0.601,3,3.34,3,61,2.687,2.956,0.496
240,72.17,21.91,6.21,0,14,2.46,12,219,294,42,3.32,0.067,0.008,21.2,0,0.056,0.329,5.072,0.376,0.614,4,3.67,4,62,2.166,2.302,0.414
241,72.44,21.94,5.74,0,13,2.5,12,215,289,44,3.26,0.063,0.007,20.4,0,0.053,0.318,4.755,0.354,0.615,4,3.53,2,61,1.956,2.122,0.42
242,72.04,21.78,6.16,0,13,2.55,12,212,284,45,3.27,0.062,0.007,19.5,0,0.053,0.307,4.508,0.351,0.61,3,3.4,2,60,2.123,2.338,0.45
243,73.04,22.16,5.1,0,14,2.48,13,222,298,42,3.37,0.068,0.008,21.5,0,0.057,0.335,5.125,0.371,0.622,4,3.72,2,62,1.706,1.799,0.375
244,73.04,22.16,5.1,0,14,2.48,13,222,298,42,3.37,0.068,0.008,21.5,0,0.057,0.335,5.125,0.371,0.622,4,3.72,2,62,1.706,1.799,0.375
245,71.7,21.72,6.67,0,14,2.49,12,212,285,44,3.22,0.063,0.007,20.2,0,0.053,0.313,4.717,0.362,0.609,3,3.48,3,61,2.363,2.578,0.454
246,71.3,21.57,7.1,0,14,2.53,12,209,280,44,3.22,0.061,0.007,19.3,0,0.05,0.302,4.473,0.359,0.603,3,3.36,3,60,2.548,2.813,0.485
247,72.31,21.95,6.02,0,14,2.47,12,219,295,42,3.33,0.067,0.008,21.3,0,0.057,0.33,5.082,0.377,0.616,4,3.67,4,62,2.087,2.224,0.407
248,72.44,21.94,5.74,0,13,2.5,12,215,289,44,3.26,0.063,0.007,20.4,0,0.053,0.318,4.755,0.354,0.615,4,3.53,2,61,1.956,2.122,0.42
249,72.04,21.78,6.16,0,13,2.55,12,212,284,45,3.27,0.062,0.007,19.5,0,0.05,0.307,4.508,0.342,0.61,3,3.4,0,60,2.123,2.338,0.45
250,73.04,22.16,5.1,0,14,2.48,13,222,298,42,3.37,0.068,0.008,21.5,0,0.057,0.335,5.125,0.371,0.622,4,3.72,2,62,1.706,1.799,0.375
251,68.75,22.43,8.17,0,15,1.83,11,200,273,45,3.57,0.043,0.002,20.8,0,0.055,0.203,6.515,0.373,0.563,4,1.74,4,61,3.478,3.941,0.48
252,67.82,22.19,9.16,0,15,1.91,11,198,271,45,3.62,0.041,0.002,20.2,0,0.052,0.197,6.681,0.361,0.57,4,1.67,4,59,3.79,4.328,0.505
253,70.15,22.79,6.67,0,14,1.73,12,204,279,46,3.52,0.044,0.002,21.4,0,0.059,0.213,6.267,0.391,0.552,4,1.85,4,63,2.91,3.25,0.42
254,70.63,23.07,5.67,0,15,1.84,12,207,284,46,3.72,0.044,0.002,21.5,0,0.056,0.211,6.742,0.372,0.578,4,1.78,2,60,2.345,2.711,0.381
255,69.94,22.93,6.34,0,15,1.93,11,205,283,46,3.79,0.042,0.002,21,0,0.053,0.205,6.947,0.36,0.589,4,1.71,2,58,2.515,2.948,0.393
256,71.68,23.3,4.66,0,14,1.73,12,210,288,47,3.64,0.045,0.002,22,0,0.06,0.22,6.435,0.39,0.563,4,1.88,2,62,1.824,2.055,0.317
257,65.33,21.29,12.68,0,16,1.8,11,188,254,44,3.29,0.04,0.002,19.5,0,0.052,0.189,6.123,0.354,0.535,3,1.69,4,62,5.491,6.204,0.657
258,64.65,21.13,13.36,0,16,1.88,10,187,253,44,3.35,0.038,0.002,19,0,0.049,0.184,6.286,0.344,0.543,3,1.63,4,61,5.685,6.455,0.671
259,66.35,21.54,11.65,0,15,1.71,11,191,258,45,3.24,0.041,0.002,20,0,0.056,0.197,5.879,0.37,0.523,3,1.78,4,64,5.202,5.826,0.636
260,70.63,23.07,5.67,0,15,1.84,12,207,284,46,3.72,0.044,0.002,21.5,0,0.056,0.211,6.742,0.372,0.578,4,1.78,2,60,2.345,2.711,0.381
261,69.94,22.93,6.34,0,15,1.93,11,205,283,46,3.79,0.042,0.002,21,0,0.053,0.205,6.947,0.36,0.589,4,1.71,2,58,2.515,2.948,0.393
262,71.68,23.3,4.66,0,14,1.73,12,210,288,47,3.64,0.045,0.002,22,0,0.06,0.22,6.435,0.39,0.563,4,1.88,2,62,2.09,2.355,0.363
263,63.95,20.59,15.04,0,23,1.47,21,189,313,52,3.45,0.071,0.009,23.5,0,0.074,0.112,5.502,0.583,0.569,11,0.98,0,80,6.067,6.438,0.572
264,67.4,19.9,12.4,0,6,2.41,22,192,326,80,7.12,0.131,0,28.1,0,0.084,0.224,3.588,0,0.399,3,2.64,4,68,4.619,6.5,0.406
265,66.5,19.7,13.4,0,6,2.4,22,191,325,80,7.09,0.13,0,27.7,0,0.083,0.222,3.552,0,0.395,3,2.67,4,68,5.079,7.083,0.433
266,68.6,20.1,10.9,0,7,2.74,24,207,339,78,7.82,0.121,0,28.7,0,0.145,0.267,3.63,0,0.371,3,2.6,4,68,3.93,5.626,0.366
267,72.93,21.38,5.36,0,5,2,25,220,375,55,5.3,0.079,0,27.9,0,0.075,0.182,5.048,0,0.543,3,2.69,2,67,1.875,2.354,0.189
268,72.52,21.34,5.82,0,5,2.08,24,206,367,60,4.82,0.09,0,27.4,0,0.059,0.169,5.438,0,0.61,3,2.73,2,67,2.08,2.536,0.195
269,73.56,21.44,4.68,0,5,1.98,24,213,355,52,5.57,0.067,0,28.6,0,0.068,0.205,5.356,0,0.539,3,2.64,2,67,1.568,2.083,0.18
270,70.23,21.29,8.22,0,4,1.97,22,183,313,54,3.46,0.138,0.013,1.1,0,0.051,0.105,3.01,0.521,0.315,0,1.71,6,57,3.017,2.884,0.318
271,73.11,22.09,4.49,0,4,2.06,22,190,325,55,3.63,0.145,0.013,1,0,0.048,0.109,3.142,0.546,0.331,0,1.8,6,56,1.347,1.68,0.242
272,63.38,18.22,16.31,1.26,5,1.91,18,161,297,43,3.32,0.055,0.009,4.4,0,0.07,0.072,3.015,0.29,0.254,0,1.39,15,60,6.734,5.524,0.422
273,69.43,19.77,8.51,1.38,3,2.09,20,174,319,45,3.66,0.06,0.009,4.7,0,0.071,0.076,3.257,0.313,0.28,0,1.53,17,59,3.689,3.054,0.261
274,72.9,19.88,4.92,1.32,4,1.37,21,189,346,39,2.72,0.047,0.004,1.1,0,0.039,0.069,3.431,0.261,0.323,0,1.12,7,48,1.573,1.549,0.232
275,74.14,20.15,3.35,1.35,3,1.39,22,192,352,40,2.78,0.048,0.004,1.1,0,0.037,0.07,3.494,0.265,0.329,0,1.14,7,47,0.875,1.009,0.198
276,71.32,21.31,6.78,0,15,1.82,20,184,337,54,3.95,0.047,0.006,2.9,0,0.03,0.09,4.306,0.293,0.255,0,1.17,8,57,2.453,2.279,0.191
277,67.25,20.38,11.71,0,6,1.71,20,145,262,64,5.99,0.085,0.085,22.2,0,0.055,0.289,5.241,0.594,0.421,3,2.31,4,65,4.626,5.431,0.548
278,66.55,20.06,12.78,0,6,1.7,20,144,254,65,5.97,0.084,0.084,23.1,0,0.053,0.275,5.076,0.621,0.422,3,2.46,4,65,5.034,6.01,0.596
279,68.31,20.87,10.11,0,6,1.73,21,149,283,65,6.2,0.081,0.081,21.4,0,0.058,0.31,5.49,0.567,0.42,3,2.08,4,65,4.014,4.561,0.475
280,69.5,21.17,8.82,0,6,1.75,21,151,272,66,6.26,0.088,0.088,23,0,0.058,0.299,5.439,0.61,0.438,3,2.38,2,64,3.233,3.943,0.442
281,68.91,20.89,9.76,0,6,1.74,21,150,264,67,6.25,0.087,0.087,24,0,0.055,0.285,5.282,0.64,0.44,3,2.55,2,64,3.546,4.43,0.483
282,70.4,21.61,7.41,0,6,1.76,22,154,292,66,6.44,0.083,0.083,22,0,0.06,0.32,5.675,0.58,0.435,3,2.13,2,63,2.765,3.212,0.38
283,63.17,17.98,17.59,0.35,6,3.42,19,142,242,65,4.72,0.17,0.17,22.6,0,0.104,0.556,4.092,1.127,0.385,3,5.25,4,71,7.138,7.73,0.869
284,62.64,17.69,18.44,0.35,6,3.35,19,140,240,65,4.51,0.171,0.171,22.6,0,0.103,0.562,4.043,1.163,0.374,3,5.48,4,71,7.426,8.126,0.907
285,63.96,18.43,16.31,0.36,6,3.63,20,147,251,63,5.13,0.167,0.167,23.1,0,0.105,0.548,4.166,1.091,0.4,3,4.92,5,70,6.705,7.137,0.813
286,65.6,18.74,14.53,0.19,5,3.6,20,148,253,67,4.95,0.181,0.18,23.7,0,0.11,0.588,4.251,1.185,0.402,3,5.55,2,69,5.618,6.082,0.766
287,65.19,18.47,15.26,0.17,5,3.53,20,147,251,68,4.74,0.182,0.182,23.7,0,0.11,0.597,4.212,1.23,0.392,3,5.82,2,70,5.798,6.363,0.797
288,66.22,19.14,13.44,0.23,6,3.8,21,153,260,65,5.36,0.175,0.175,24,0,0.11,0.575,4.31,1.14,0.417,3,5.16,3,69,5.349,5.659,0.718
289,73.9,22.5,2.62,0,5,0.37,28,213,334,45,0.68,0.037,0.011,22.8,0,0.094,0.177,9.6,1.495,0.811,9,0.21,9,73,0.563,0.689,0.424
290,53.52,25.95,20.97,0,21,1.42,20,154,210,87,2.25,0.076,0.022,22.5,0,0.061,0.195,6.718,1.012,0.27,6,0.27,105,88,5.82,8.29,4.62
291,58.75,28.19,13.16,0,24,1.39,22,165,237,96,2.65,0.081,0.022,17.3,0,0.068,0.217,7.069,1.13,0.34,7,0.3,0,90,3.6,4.83,3.05
292,62.44,29.8,7.78,0,14,1.07,27,214,245,71,1.02,0.05,0.018,24.7,0,0.066,0.119,12.71,0.936,0.56,4,0.32,28,84,2.19,3.03,1.66
293,65.26,31.02,3.57,0,15,1.04,29,228,256,74,1,0.049,0.017,27.6,0,0.07,0.114,13.712,0.965,0.6,4,0.34,6,85,1.01,1.24,0.77
294,69.93,24.24,5.7,0,11,1.14,22,200,256,128,2.56,0.074,0.014,28.1,0,0.098,0.222,5.598,1.1,0.407,4,0.38,6,130,1.505,2.181,1.202
295,58.63,25.97,15.78,0,15,1.36,22,168,220,87,2.49,0.077,0.021,20.2,0,0.066,0.207,6.359,1.111,0.31,7,0.29,60,91,4.37,6.19,3.49
296,63.06,27.37,9.73,0,15,1.33,23,179,240,93,2.8,0.08,0.021,18,0,0.073,0.227,6.548,1.21,0.36,8,0.32,22,93,2.66,3.56,2.26
297,66.39,23.35,10.15,0,11,1.11,22,195,247,123,2.36,0.071,0.015,26.9,0,0.093,0.203,5.403,1.077,0.383,4,0.39,12,130,2.74,4.155,2.083
298,67.3,16.37,15.95,0.17,9,0.69,19,155,203,84,1.47,0.054,0.016,18,0.2,0.073,0.141,4.733,0.994,0.318,4,0.56,28,93,4.366,6.619,3.352
299,76.41,19.16,4.22,0,10,0.78,23,180,238,96,1.76,0.06,0.017,21,0,0.087,0.179,5.578,1.17,0.406,4,0.57,10,91,1.05,1.44,0.962
300,68.6,20.27,11.07,0,11,0.79,23,163,204,65,0.93,0.04,0.018,16.4,0,0.059,0.086,8.908,0.794,0.48,4,0.34,29,67,3.16,4.52,2.34
301,74.86,23.2,1.65,0,12,0.73,27,187,239,68,0.97,0.04,0.018,17.8,0,0.068,0.092,10.604,0.822,0.54,4,0.38,8,58,0.44,0.39,0.37
302,66.47,16.52,16.61,0.25,7,0.68,18,157,204,81,1.29,0.054,0.013,18.9,0,0.073,0.145,4.625,0.19,0.347,3,0.62,23,98,4.524,6.94,3.467
303,69.19,17.52,12.85,0,11,0.46,16,123,187,84,1.21,0.034,0.011,17.6,0,0.054,0.103,5.697,0.64,0.528,7,0.25,9,111,3.535,5.422,2.498
304,74.95,21.97,3.54,0,13,0.88,22,155,194,81,1.63,0.041,0.018,17.8,1.2,0.059,0.101,7.359,0.836,0.53,4,0.38,18,57,0.94,0.85,0.8
305,48.5,11.49,39.34,0,11,2.4,15,139,209,63,1.36,0.236,0.017,12.4,2.8,0.197,0.21,3.934,0.951,0.19,13,0.25,50,76,13.22,18.69,5.08
306,73.77,18.28,5.95,0.94,11,2.4,19,203,271,74,1.9,0.253,0.019,13.9,5.8,0.36,0.45,5.3,1.6,0.34,25,0.4,24,77,2.32,1.54,0.75
307,74.62,22.5,0.8,0,3,4.5,42,236,300,120,3.5,0.211,0.029,32.5,0,0.267,0.451,7.397,2.708,0.634,13,6.67,0,71,0.201,0.319,0.109
308,73.79,22.83,1.64,0,4,4.96,40,236,330,90,3.59,0.211,0.029,32.5,0,0.36,0.458,7.504,2.747,0.643,13,2.24,4,85,0.448,0.516,0.329
309,72.87,22.77,4.03,0,7,4.02,24,222,320,56,3.48,0.199,0.027,30.5,0,0.27,0.457,7.485,2.74,0.642,13,6.75,0,69,1.022,1.607,0.557
310,74.73,22.22,1.49,0,4,5.23,26,229,318,102,4.33,0.205,0.028,31.4,0,0.42,0.446,7.304,2.674,0.626,12,2.26,5,67,0.386,0.532,0.256
311,74.08,22.38,2.03,0,3,3.19,27,188,353,51,1.28,0.18,0.02,9.7,0,0.32,0.58,0,0,0,0,0,0,95,0.74,0.48,0.44
312,70.97,24.05,4.8,0,15,6.9,25,237,348,51,0,0,0,26.6,2,0.06,0.22,1.9,0,0,0,0,0,0,0,0,0
313,70.89,23.3,4.8,0,18,2.32,0,224,436,78,4.86,0,0,9.8,7,0.04,0.09,4.64,0.55,0,15,2.42,0,44,2.04,2.04,0.15
314,73.95,23.32,2.43,0,5,2.66,27,237,390,47,2.92,0.131,0.047,35.3,0,0.217,0.337,6.183,0.799,0.562,14,1.55,0,65,1.039,0.95,0.114
315,72.54,21.51,3.33,0,12,0,0,120,0,0,0,0,0,9.8,0,0.39,0.11,4,0,0,0,0,0,0,0.99,1.3,0.48
316,76.3,20.39,1.37,0,12,1.61,32,197,297,53,1.93,0.151,0,9,0,0.04,0.2,5.97,0.16,0.53,8,1.66,0,46,0.46,0.42,0.27
317,71.45,22.63,3.36,0,17,4.69,26,208,295,57,4,0.222,0.078,10.2,0,0.32,0.72,5.5,2.55,0.37,4,6.31,0,83,1.29,1.01,0.47
318,73.57,22.96,2.42,0,5,3.4,23,202,318,51,2.09,0.253,0.041,9.7,0,0.22,0.48,6.37,0,0.37,4,6.31,0,85,0.95,0.67,0.47
319,71.15,21.78,7.13,0,11,2.92,21,201,330,75,4.2,0.14,0.014,10,0,0.547,0.287,5.7,0.69,0.464,4,1.87,0,80,3.361,1.344,0.394
320,74.38,22.95,1.45,0,4,2.76,23,161,312,58,2.4,0.12,0.012,9.8,0,0,0,0,0,0,0,0,0,55,0.53,0.36,0.3
321,68.84,21.76,8.82,0,12,2.75,22,195,322,79,5.4,0.15,0.023,8,0,0.125,0.26,4.89,0.96,0.336,7,2.13,0,66,3.469,2.507,0.415
322,75.84,20.6,2.31,0,13,2.83,0,180,385,82,4,0.256,0.038,8.8,0,0.11,0.49,3.75,0,0,5,1.13,0,57,0.71,1.03,0.17
323,72.63,21.39,4.6,0,6,3.82,24,221,360,53,2.9,0.144,0.019,10.1,1,0.13,0.1,4.6,0,0.38,0,3,0,52,1.44,1.61,0.65
324,75.55,22.24,0.74,0,5,3.21,23,158,317,65,2.8,0.067,0.008,9.6,4,0.06,0.27,5,0,0,0,0,0,59,0.22,0.15,0.24
325,69.35,20.76,8.1,0,25,0,22,220,276,82,0,0,0,9.1,5,0.09,0.52,6.2,0,0,0,0,0,0,0,0,0
326,72.82,20.05,5.55,0,13,1.57,19,213,330,41,1.57,0.145,0.026,23.7,0,0.1,0.15,7.27,0.8,0.5,8,7.16,0,57,1.66,1.5,1.08
327,73.83,21.23,3.21,0,2,4.7,24,172,304,103,0,0,0,9.3,0,0.07,0.21,4,0,0,0,0,0,83,0.38,1.18,0.94
328,49.66,15.86,33.62,0,12,2.5,18,234,308,73,1.72,0.27,0.02,14.4,4.2,0.085,0.245,3.608,1.294,0.39,4,0.34,17,80,9.78,17.77,3.76
329,68.3,22.75,7.13,0,13,2.57,24,312,420,87,2.34,0.306,0.024,16.8,7.2,0.129,0.377,4.278,1.973,0.64,31,0.49,12,84,2.79,1.85,0.9
330,67.93,20.97,11.43,0,3,1.76,21,161,218,80,2.83,0.099,0.008,9.8,0,0.145,0.364,6.363,0.797,0.397,0,1.48,2,63,5.361,4.777,0.772
331,72.94,22.28,5.24,0,2,1.88,24,174,231,83,3.1,0.109,0.009,10.6,0,0.16,0.4,6.88,0.87,0.426,0,1.73,3,61,2.277,2.346,0.43
332,68.46,19.17,12.56,0,10,1.81,23,199,318,61,3.32,0.144,0.015,7.4,0,0.145,0.298,5.167,0.502,0.375,0,2.81,0,65,5.813,5.146,0.591
333,73.45,20.65,6.08,0,9,1.94,25,214,342,64,3.58,0.156,0.016,8,0,0.155,0.32,5.56,0.53,0.406,0,3.01,0,64,2.413,2.519,0.331
334,67.64,18.59,13.48,0,9,1.48,20,176,301,75,4.04,0.181,0.01,7.8,0,0.142,0.292,5.06,0.495,0.367,0,2.75,0,66,6.389,5.549,0.57
335,74.08,20.45,5.1,0,7,1.61,22,191,329,81,4.5,0.202,0.012,8.7,0,0.155,0.32,5.56,0.53,0.406,0,3.01,0,64,2.008,2.157,0.246
336,66.86,18.33,14.38,0,11,1.75,22,192,308,59,3.21,0.139,0.014,7.1,0,0.14,0.288,4.996,0.49,0.362,0,2.72,0,66,6.898,5.878,0.649
337,74.13,20.43,4.91,0,9,1.94,25,214,342,64,3.58,0.156,0.016,8,0,0.155,0.32,5.56,0.53,0.406,0,3.01,0,64,1.948,2.034,0.267
338,62.63,17.25,20,0,12,1.5,20,167,279,70,2.95,0.148,0.013,8,0,0.133,0.272,4.695,0.469,0.339,0,2.57,0,66,9.754,8.101,0.823
339,73.68,20.48,5.64,0,10,1.75,23,195,328,80,3.5,0.179,0.017,9.8,0,0.155,0.32,5.56,0.53,0.406,0,3.01,0,63,2.308,2.293,0.267
340,68.68,21.95,9.73,0,3,2.09,21,156,225,75,2.72,0.118,0.005,6.9,0,0.132,0.37,6.251,0.704,0.426,0,1.56,2,76,4.464,3.934,0.692
341,73.02,23.11,4.33,0,3,2.25,23,167,238,77,2.94,0.129,0.005,7.1,0,0.142,0.4,6.65,0.75,0.452,0,1.8,3,76,1.774,1.815,0.394
342,66.33,18.24,15.19,0,10,1.48,20,173,295,73,3.75,0.173,0.011,4.2,0,0.14,0.287,4.964,0.488,0.359,0,2.7,0,66,7.288,6.226,0.657
343,73.98,20.46,5.23,0,8,1.64,23,192,329,81,4.25,0.196,0.013,4.6,0,0.155,0.32,5.56,0.53,0.406,0,3.01,0,64,2.081,2.19,0.251
344,66.8,19.32,13.38,0,15,1.66,22,185,302,70,2.5,0.13,0.013,8.2,0,0.169,0.29,6.652,0.615,0.445,0,1.76,0,66,6.401,5.374,0.54
345,72.17,21,6.24,0,15,1.79,24,199,327,75,2.69,0.141,0.014,9,0,0.183,0.313,7.283,0.66,0.488,0,1.85,0,64,2.673,2.463,0.261
346,71.83,23.23,5.52,0,2,2.25,26,208,308,73,2.3,0.126,0.006,8,0,0.145,0.376,8.394,0.87,0.55,0,2.1,1,76,2.255,2.087,0.46
347,72.45,23.42,4.73,0,2,2.27,26,210,311,73,2.32,0.128,0.006,8.1,0,0.147,0.38,8.49,0.88,0.556,0,2.14,2,76,1.857,1.767,0.417
348,59.47,16.56,23.41,0,16,1.55,21,157,222,59,3.41,0.101,0.019,18.8,0,0.11,0.21,5.96,0.65,0.13,18,2.31,0,73,10.19,9.6,1.85
349,67.17,18.58,13.49,0,8,1.71,24,178,261,57,3.5,0.115,0.021,21.4,0,0.13,0.23,6.22,0.68,0.15,20,2.51,0,67,5.8,5.53,1.08
350,68.73,18.99,11.5,0,7,1.73,25,182,267,58,3.58,0.117,0.022,21.9,0,0.13,0.24,6.21,0.69,0.16,21,2.54,0,67,4.88,4.7,0.93
